Attached kprobe to mutex_lock and kretprobe to mutex_unlock
Attached kprobe to _raw_write_lock and kretprobe to _raw_write_unlock
Attached kprobe to _raw_read_lock and kretprobe to _raw_read_unlock
Tracing  locks for 30 seconds
TIME(s)            COMM             PID    LOCKTIME
5.632226146        b'ftdc'          335100 335080 18388517938844771920 5.632383     7133806.000000  156585
5.632221627        b'ftdc'          335100 335080 18388517939027211552 5.632389     792951.000000   167203
5.632402125        b'ftdc'          335100 335080 18388517938844771920 5.632404     7135921.000000  2115  
5.632398180        b'ftdc'          335100 335080 18388517939027211552 5.632410     804526.000000   11575 
5.632478610        b'ftdc'          335100 335080 18388517938844771920 5.632506     7163225.000000  27304 
5.632473214        b'ftdc'          335100 335080 18388517939027209760 5.632512     743697.000000   38740 
5.632523364        b'ftdc'          335100 335080 18388517938844771920 5.632525     7165314.000000  2089  
5.632519539        b'ftdc'          335100 335080 18388517939027209760 5.632531     754786.000000   11089 
5.632647113        b'ftdc'          335100 335080 18388517938844771920 5.632755     7273147.000000  107833
5.632642673        b'ftdc'          335100 335080 18388517939027210272 5.632761     934557.000000   118034
5.632772467        b'ftdc'          335100 335080 18388517938844771920 5.632775     7275411.000000  2264  
5.632768591        b'ftdc'          335100 335080 18388517939027210272 5.632780     945902.000000   11345 
5.632920579        b'ftdc'          335100 335080 18388517938844771920 5.632987     7341556.000000  66145 
5.632916470        b'ftdc'          335100 335080 18388517939027208224 5.632992     670940.000000   76014 
5.633003808        b'ftdc'          335100 335080 18388517938844771920 5.633006     7343692.000000  2136  
5.632999999        b'ftdc'          335100 335080 18388517939027208224 5.633011     682039.000000   11099 
5.633078773        b'ftdc'          335100 335080 18388517938844771920 5.633216     7481016.000000  137324
5.633074463        b'ftdc'          335100 335080 18388517939027213856 5.633222     853270.000000   147834
5.633234832        b'ftdc'          335100 335080 18388517938844771920 5.633242     7488000.000000  6984  
5.633230097        b'ftdc'          335100 335080 18388517939027213856 5.633247     870355.000000   17085 
5.633301930        b'ftdc'          335100 335080 18388517938844771920 5.633487     7672749.000000  184749
5.633297731        b'ftdc'          335100 335080 18388517939027209248 5.633492     989637.000000   194748
5.633504264        b'ftdc'          335100 335080 18388517938844771920 5.633550     7718183.000000  45434 
5.633500099        b'ftdc'          335100 335080 18388517939027209248 5.633555     1044751.000000  55114 
5.633566409        b'ftdc'          335100 335080 18388517938844771920 5.633570     7721817.000000  3634  
5.633562643        b'ftdc'          335100 335080 18388517939027209248 5.633575     1057359.000000  12608 
5.632609888        b'ftdc'          335100 335080 18446744071655467912 5.632616     74132.000000    5715  
5.632891205        b'ftdc'          335100 335080 18446744071655467912 5.632895     78012.000000    3880  
5.652349064        b'ftdc'          335100 335080 18388517938844771920 5.652449     7821768.000000  99951 
5.652344622        b'ftdc'          335100 335080 18388517939027207200 5.652458     960969.000000   113238
5.652470224        b'ftdc'          335100 335080 18388517938844771920 5.652473     7824254.000000  2486  
5.652466274        b'ftdc'          335100 335080 18388517939027207200 5.652479     973225.000000   12256 
5.652571578        b'ftdc'          335100 335080 18388517939027207456 5.652601     804278.000000   28965 
5.652609628        b'ftdc'          335100 335080 18388517939027207456 5.652634     829089.000000   24811 
5.652671092        b'ftdc'          335100 335080 18446744071631907152 5.652689     282303.000000   18368 
5.652666148        b'ftdc'          335100 335080 18388517938844771920 5.652700     7858439.000000  34185 
5.652661983        b'ftdc'          335100 335080 18388517939027207712 5.652706     646953.000000   43925 
5.652717579        b'ftdc'          335100 335080 18388517938844771920 5.652720     7860762.000000  2323  
5.652713673        b'ftdc'          335100 335080 18388517939027207712 5.652725     658658.000000   11705 
5.652783011        b'ftdc'          335100 335080 18446744071631907152 5.652794     293708.000000   11405 
5.652778317        b'ftdc'          335100 335080 18388517938844771920 5.652804     7886347.000000  25585 
5.652774257        b'ftdc'          335100 335080 18388517939027214112 5.652809     690217.000000   34824 
5.652819901        b'ftdc'          335100 335080 18388517938844771920 5.652822     7888502.000000  2155  
5.652816112        b'ftdc'          335100 335080 18388517939027214112 5.652827     701332.000000   11115 
5.652865240        b'ftdc'          335100 335080 18446744071631907152 5.652876     304204.000000   10496 
5.652860500        b'ftdc'          335100 335080 18388517938844771920 5.652884     7912193.000000  23691 
5.652856480        b'ftdc'          335100 335080 18388517939027212832 5.652889     496634.000000   32975 
5.652900290        b'ftdc'          335100 335080 18388517938844771920 5.652903     7914409.000000  2216  
5.652896616        b'ftdc'          335100 335080 18388517939027212832 5.652908     507679.000000   11045 
5.663140863        b'ftdc'          335100 335080 18388517968167366216 5.663151     10314.000000    10314 
5.663196453        b'ftdc'          335100 335080 18388517971053379656 5.663203     6480.000000     6480  
5.663257982        b'ftdc'          335100 335080 18388517968167366216 5.663262     14078.000000    3764  
5.663350436        b'ftdc'          335100 335080 18388517955038362472 5.663356     5340.000000     5340  
5.663365696        b'ftdc'          335100 335080 18388517955038362472 5.663369     9050.000000     3710  
5.663426725        b'ftdc'          335100 335080 18388517971053379656 5.663431     10980.000000    4500  
5.663456420        b'ftdc'          335100 335080 18388517955038362472 5.663460     12389.000000    3339  
5.663484494        b'ftdc'          335100 335080 18388517971053379656 5.663488     14395.000000    3415  
5.663506105        b'ftdc'          335100 335080 18388517955038362472 5.663509     15399.000000    3010  
5.663531884        b'ftdc'          335100 335080 18388517971053379656 5.663535     17821.000000    3426  
5.663552748        b'ftdc'          335100 335080 18388517955038362472 5.663556     18330.000000    2931  
5.663577323        b'ftdc'          335100 335080 18388517971053379656 5.663581     21046.000000    3225  
5.663597243        b'ftdc'          335100 335080 18388517955038362472 5.663600     21271.000000    2941  
5.663621484        b'ftdc'          335100 335080 18388517971053379656 5.663625     24160.000000    3114  
5.663674562        b'ftdc'          335100 335080 18388517968167366216 5.663679     18448.000000    4370  
5.663688187        b'ftdc'          335100 335080 18388517968167366216 5.663693     23403.000000    4955  
5.663701412        b'ftdc'          335100 335080 18388517971053379656 5.663706     29021.000000    4861  
5.663713327        b'ftdc'          335100 335080 18388517968167366216 5.663717     26704.000000    3301  
5.663323887        b'ftdc'          335100 335080 18388517939027209248 5.663634     1367845.000000  310486
5.663378821        b'ftdc'          335100 335080 18388517955038362472 5.663387     8570.000000     8570  
5.663403026        b'ftdc'          335100 335080 18388517955038362472 5.663407     12719.000000    4149  
5.663470594        b'ftdc'          335100 335080 18388517955038362472 5.663474     16055.000000    3336  
5.663519414        b'ftdc'          335100 335080 18388517955038362472 5.663522     19065.000000    3010  
5.663565519        b'ftdc'          335100 335080 18388517955038362472 5.663569     22074.000000    3009  
5.663609409        b'ftdc'          335100 335080 18388517955038362472 5.663612     25009.000000    2935  
6.001863884        b'mongod'        335091 335080 18388517939129511456 6.001891     27017.000000    27017 
6.001898512        b'mongod'        335091 335080 18388517939129511456 6.001901     29594.000000    2577  
6.001920408        b'mongod'        335091 335080 18388517939129510944 6.001930     9543.000000     9543  
6.001934047        b'mongod'        335091 335080 18388517939129510944 6.001935     10701.000000    1158  
6.001872750        b'mongod'        335091 335080 18388517964412566376 6.001874     51514.000000    1652  
6.001923808        b'mongod'        335091 335080 18388517964412566376 6.001925     52669.000000    1155  
6.630476312        b'ftdc'          335100 335080 18388517938844771920 6.630511     7949579.000000  35170 
6.630467662        b'ftdc'          335100 335080 18388517939027207456 6.630523     884198.000000   55109 
6.631881518        b'ftdc'          335100 335080 18388517938844771920 6.631899     7967498.000000  17919 
6.631876158        b'ftdc'          335100 335080 18388517939027207200 6.631907     1004100.000000  30875 
6.631947251        b'ftdc'          335100 335080 18388517938844771920 6.631962     7982444.000000  14946 
6.631943201        b'ftdc'          335100 335080 18388517939027213856 6.631968     895261.000000   24906 
6.632287324        b'ftdc'          335100 335080 18388517938844771920 6.632432     8127571.000000  145127
6.632282933        b'ftdc'          335100 335080 18388517939027208224 6.632439     838187.000000   156148
6.632452916        b'ftdc'          335100 335080 18388517938844771920 6.632455     8129731.000000  2160  
6.632449077        b'ftdc'          335100 335080 18388517939027208224 6.632460     849381.000000   11194 
6.632531201        b'ftdc'          335100 335080 18388517938844771920 6.632558     8156976.000000  27245 
6.632527186        b'ftdc'          335100 335080 18388517939027210272 6.632565     983227.000000   37325 
6.632575951        b'ftdc'          335100 335080 18388517938844771920 6.632578     8159045.000000  2069  
6.632572205        b'ftdc'          335100 335080 18388517939027210272 6.632583     994142.000000   10915 
6.632697655        b'ftdc'          335100 335080 18388517938844771920 6.632807     8268399.000000  109354
6.632693420        b'ftdc'          335100 335080 18388517939027209760 6.632813     874425.000000   119639
6.632825993        b'ftdc'          335100 335080 18388517938844771920 6.632828     8270699.000000  2300  
6.632820848        b'ftdc'          335100 335080 18388517939027209760 6.632834     887449.000000   13024 
6.632971472        b'ftdc'          335100 335080 18388517938844771920 6.633039     8338668.000000  67969 
6.632967481        b'ftdc'          335100 335080 18388517939027211552 6.633045     882205.000000   77679 
6.633056575        b'ftdc'          335100 335080 18388517938844771920 6.633059     8340888.000000  2220  
6.633052800        b'ftdc'          335100 335080 18388517939027211552 6.633064     893396.000000   11191 
6.633131234        b'ftdc'          335100 335080 18388517938844771920 6.633278     8487777.000000  146889
6.633126829        b'ftdc'          335100 335080 18388517939027208736 6.633284     723597.000000   157640
6.633296378        b'ftdc'          335100 335080 18388517938844771920 6.633303     8494803.000000  7026  
6.633292268        b'ftdc'          335100 335080 18388517939027208736 6.633309     740147.000000   16550 
6.633362372        b'ftdc'          335100 335080 18388517938844771920 6.633587     8719037.000000  224234
6.633358237        b'ftdc'          335100 335080 18388517939027210784 6.633593     630580.000000   234289
6.633604366        b'ftdc'          335100 335080 18388517938844771920 6.633651     8765446.000000  46409 
6.633600290        b'ftdc'          335100 335080 18388517939027210784 6.633656     686375.000000   55795 
6.633667925        b'ftdc'          335100 335080 18388517938844771920 6.633671     8768886.000000  3440  
6.633664144        b'ftdc'          335100 335080 18388517939027210784 6.633676     698716.000000   12341 
