Attached kprobe to mutex_lock and kretprobe to mutex_unlock
Attached kprobe to _raw_write_lock and kretprobe to _raw_write_unlock
Attached kprobe to _raw_read_lock and kretprobe to _raw_read_unlock
Tracing  locks for 30 seconds
TIME(s)            COMM             PID    LOCKTIME
19.004976123       b'mongod'        335091 335080 18388517964412566376 19.004981     140692.000000   5180  
19.005061778       b'mongod'        335091 335080 18388517964412566376 19.005065     143627.000000   2935  
19.004958750       b'mongod'        335091 335080 18388517939129515296 19.005008     49301.000000    49301 
19.005021399       b'mongod'        335091 335080 18388517939129515296 19.005025     52725.000000    3424  
19.005056889       b'mongod'        335091 335080 18388517939129509664 19.005076     94180.000000    19294 
19.005085752       b'mongod'        335091 335080 18388517939129509664 19.005089     96986.000000    2806  
19.630418332       b'ftdc'          335100 335080 18388517938844771920 19.630436     20716306.000000 17885 
19.630413367       b'ftdc'          335100 335080 18388517939027206176 19.630446     541458.000000   32645 
19.631554596       b'ftdc'          335100 335080 18388517938844771920 19.631571     20732971.000000 16665 
19.631549931       b'ftdc'          335100 335080 18388517939027210016 19.631580     556381.000000   30465 
19.631620585       b'ftdc'          335100 335080 18388517938844771920 19.631634     20746863.000000 13892 
19.631616575       b'ftdc'          335100 335080 18388517939027207968 19.631641     1228058.000000  24236 
19.631942083       b'ftdc'          335100 335080 18388517938844771920 19.632094     20899271.000000 152408
19.631937413       b'ftdc'          335100 335080 18388517939027213600 19.632101     1608135.000000  163712
19.632114565       b'ftdc'          335100 335080 18388517938844771920 19.632117     20901351.000000 2080  
19.632110471       b'ftdc'          335100 335080 18388517939027213600 19.632122     1619555.000000  11420 
19.632181530       b'ftdc'          335100 335080 18388517938844771920 19.632208     20927566.000000 26215 
19.632177535       b'ftdc'          335100 335080 18388517939027210784 19.632214     2706466.000000  36094 
19.632225139       b'ftdc'          335100 335080 18388517938844771920 19.632227     20929742.000000 2176  
19.632221409       b'ftdc'          335100 335080 18388517939027210784 19.632233     2717846.000000  11380 
19.632340113       b'ftdc'          335100 335080 18388517938844771920 19.632447     21036172.000000 106430
19.632335123       b'ftdc'          335100 335080 18388517939027208736 19.632453     2589450.000000  117585
19.632463993       b'ftdc'          335100 335080 18388517938844771920 19.632466     21038412.000000 2240  
19.632460228       b'ftdc'          335100 335080 18388517939027208736 19.632471     2600674.000000  11224 
19.632605585       b'ftdc'          335100 335080 18388517938844771920 19.632672     21105268.000000 66856 
19.632601501       b'ftdc'          335100 335080 18388517939027211552 19.632678     2534563.000000  76778 
19.632689660       b'ftdc'          335100 335080 18388517938844771920 19.632692     21107337.000000 2069  
19.632685765       b'ftdc'          335100 335080 18388517939027211552 19.632697     2545722.000000  11159 
19.632756874       b'ftdc'          335100 335080 18388517938844771920 19.632891     21241531.000000 134194
19.632752639       b'ftdc'          335100 335080 18388517939027209760 19.632897     3189611.000000  144339
19.632908613       b'ftdc'          335100 335080 18388517938844771920 19.632915     21248401.000000 6870  
19.632904608       b'ftdc'          335100 335080 18388517939027209760 19.632921     3205845.000000  16234 
19.632970872       b'ftdc'          335100 335080 18388517938844771920 19.633155     21432349.000000 183948
19.632966578       b'ftdc'          335100 335080 18388517939027210272 19.633161     2523472.000000  194208
19.633172616       b'ftdc'          335100 335080 18388517938844771920 19.633219     21478677.000000 46328 
19.633168440       b'ftdc'          335100 335080 18388517939027210272 19.633224     2579491.000000  56019 
19.633235659       b'ftdc'          335100 335080 18388517938844771920 19.633239     21482422.000000 3745  
19.633231809       b'ftdc'          335100 335080 18388517939027210272 19.633245     2592292.000000  12801 
19.632303538       b'ftdc'          335100 335080 18446744071655467912 19.632309     197619.000000   5315  
19.632577251       b'ftdc'          335100 335080 18446744071655467912 19.632581     201189.000000   3570  
19.659654667       b'ftdc'          335100 335080 18388517938844771920 19.659754     21581900.000000 99478 
19.659650172       b'ftdc'          335100 335080 18388517939027208224 19.659764     2065150.000000  113534
19.659776191       b'ftdc'          335100 335080 18388517938844771920 19.659778     21584175.000000 2275  
19.659772125       b'ftdc'          335100 335080 18388517939027208224 19.659784     2077330.000000  12180 
19.659864420       b'ftdc'          335100 335080 18388517939027213856 19.659886     1671562.000000  21925 
19.659895444       b'ftdc'          335100 335080 18388517939027213856 19.659906     1681777.000000  10215 
19.659939969       b'ftdc'          335100 335080 18446744071631907152 19.659958     826599.000000   17909 
19.659935139       b'ftdc'          335100 335080 18388517938844771920 19.659967     21616109.000000 31934 
19.659930994       b'ftdc'          335100 335080 18388517939027207200 19.659972     1498683.000000  41419 
19.659983433       b'ftdc'          335100 335080 18388517938844771920 19.659986     21618293.000000 2184  
19.659979809       b'ftdc'          335100 335080 18388517939027207200 19.659991     1509797.000000  11114 
19.660038343       b'ftdc'          335100 335080 18446744071631907152 19.660048     836113.000000   9514  
19.660033988       b'ftdc'          335100 335080 18388517938844771920 19.660057     21641757.000000 23464 
19.660029962       b'ftdc'          335100 335080 18388517939027207456 19.660063     1379760.000000  32786 
19.660073868       b'ftdc'          335100 335080 18388517938844771920 19.660076     21643917.000000 2160  
19.660070096       b'ftdc'          335100 335080 18388517939027207456 19.660081     1390988.000000  11228 
19.660118577       b'ftdc'          335100 335080 18446744071631907152 19.660129     846409.000000   10296 
19.660113488       b'ftdc'          335100 335080 18388517938844771920 19.660137     21667871.000000 23954 
19.660109527       b'ftdc'          335100 335080 18388517939027206432 19.660143     950800.000000   33204 
19.660153757       b'ftdc'          335100 335080 18388517938844771920 19.660156     21669886.000000 2015  
19.660149987       b'ftdc'          335100 335080 18388517939027206432 19.660161     961714.000000   10914 
20.005206116       b'mongod'        335091 335080 18388517939129512736 20.005242     274973.000000   36296 
20.005255517       b'mongod'        335091 335080 18388517939129512736 20.005259     278157.000000   3184  
20.005287375       b'mongod'        335091 335080 18388517939129515296 20.005306     71165.000000    18440 
20.005314770       b'mongod'        335091 335080 18388517939129515296 20.005318     73910.000000    2745  
20.005216576       b'mongod'        335091 335080 18388517964412566376 20.005221     147703.000000   4076  
20.005292026       b'mongod'        335091 335080 18388517964412566376 20.005295     150443.000000   2740  
20.630380265       b'ftdc'          335100 335080 18388517938844771920 20.630397     21686660.000000 16774 
20.630375269       b'ftdc'          335100 335080 18388517939027206432 20.630407     993559.000000   31845 
20.631505464       b'ftdc'          335100 335080 18388517938844771920 20.631522     21702939.000000 16279 
20.631501048       b'ftdc'          335100 335080 18388517939027207456 20.631530     1420107.000000  29119 
20.631567848       b'ftdc'          335100 335080 18388517938844771920 20.631582     21717483.000000 14544 
20.631563928       b'ftdc'          335100 335080 18388517939027207200 20.631589     1534501.000000  24704 
20.631869135       b'ftdc'          335100 335080 18388517938844771920 20.632021     21868867.000000 151384
20.631864564       b'ftdc'          335100 335080 18388517939027213856 20.632027     1844441.000000  162664
20.632040698       b'ftdc'          335100 335080 18388517938844771920 20.632043     21870901.000000 2034  
20.632036708       b'ftdc'          335100 335080 18388517939027213856 20.632048     1855640.000000  11199 
20.632107138       b'ftdc'          335100 335080 18388517938844771920 20.632133     21896745.000000 25844 
20.632103072       b'ftdc'          335100 335080 18388517939027208224 20.632139     2112929.000000  35599 
20.632149941       b'ftdc'          335100 335080 18388517938844771920 20.632152     21898826.000000 2081  
20.632146187       b'ftdc'          335100 335080 18388517939027208224 20.632157     2123934.000000  11005 
20.632256225       b'ftdc'          335100 335080 18388517938844771920 20.632361     22003136.000000 104310
20.632252201       b'ftdc'          335100 335080 18388517939027210272 20.632366     2706405.000000  114113
20.632377904       b'ftdc'          335100 335080 18388517938844771920 20.632380     22005341.000000 2205  
20.632374140       b'ftdc'          335100 335080 18388517939027210272 20.632385     2717469.000000  11064 
20.632514279       b'ftdc'          335100 335080 18388517938844771920 20.632579     22070215.000000 64874 
20.632510454       b'ftdc'          335100 335080 18388517939027209760 20.632585     3280379.000000  74534 
20.632596533       b'ftdc'          335100 335080 18388517938844771920 20.632599     22072289.000000 2074  
20.632592577       b'ftdc'          335100 335080 18388517939027209760 20.632604     3291585.000000  11206 
20.632664942       b'ftdc'          335100 335080 18388517938844771920 20.632799     22205893.000000 133604
20.632660666       b'ftdc'          335100 335080 18388517939027211552 20.632805     2689631.000000  143909
20.632816416       b'ftdc'          335100 335080 18388517938844771920 20.632824     22213157.000000 7264  
20.632812206       b'ftdc'          335100 335080 18388517939027211552 20.632829     2706516.000000  16885 
20.632881355       b'ftdc'          335100 335080 18388517938844771920 20.633061     22393149.000000 179992
20.632877050       b'ftdc'          335100 335080 18388517939027208736 20.633067     2790752.000000  190078
20.633079257       b'ftdc'          335100 335080 18388517938844771920 20.633125     22438455.000000 45306 
20.633075043       b'ftdc'          335100 335080 18388517939027208736 20.633130     2845717.000000  54965 
20.633141957       b'ftdc'          335100 335080 18388517938844771920 20.633146     22442041.000000 3586  
20.633138088       b'ftdc'          335100 335080 18388517939027208736 20.633151     2858401.000000  12684 
20.632220302       b'ftdc'          335100 335080 18446744071655467912 20.632225     205968.000000   4779  
20.632485624       b'ftdc'          335100 335080 18446744071655467912 20.632489     209527.000000   3559  
20.651710437       b'ftdc'          335100 335080 18388517938844771920 20.651808     22539634.000000 97593 
20.651705936       b'ftdc'          335100 335080 18388517939027210784 20.651818     2829451.000000  111605
20.651830370       b'ftdc'          335100 335080 18388517938844771920 20.651833     22541855.000000 2221  
20.651826211       b'ftdc'          335100 335080 18388517939027210784 20.651839     2841875.000000  12424 
20.651923889       b'ftdc'          335100 335080 18388517939027213600 20.651947     1642295.000000  22740 
20.651955735       b'ftdc'          335100 335080 18388517939027213600 20.651966     1652586.000000  10291 
20.651999649       b'ftdc'          335100 335080 18446744071631907152 20.652017     864253.000000   17844 
20.651995004       b'ftdc'          335100 335080 18388517938844771920 20.652028     22575040.000000 33185 
20.651990800       b'ftdc'          335100 335080 18388517939027207968 20.652034     1271136.000000  43078 
20.652045318       b'ftdc'          335100 335080 18388517938844771920 20.652048     22577416.000000 2376  
20.652041624       b'ftdc'          335100 335080 18388517939027207968 20.652053     1282785.000000  11649 
20.652103503       b'ftdc'          335100 335080 18446744071631907152 20.652114     874448.000000   10195 
20.652099188       b'ftdc'          335100 335080 18388517938844771920 20.652124     22601986.000000 24570 
20.652095143       b'ftdc'          335100 335080 18388517939027210016 20.652129     590546.000000   34165 
20.652141108       b'ftdc'          335100 335080 18388517938844771920 20.652143     22604155.000000 2169  
20.652137143       b'ftdc'          335100 335080 18388517939027210016 20.652149     601936.000000   11390 
20.652186667       b'ftdc'          335100 335080 18446744071631907152 20.652196     884044.000000   9596  
20.652181892       b'ftdc'          335100 335080 18388517938844771920 20.652205     22626985.000000 22830 
20.652177787       b'ftdc'          335100 335080 18388517939027206176 20.652210     573653.000000   32195 
20.652220712       b'ftdc'          335100 335080 18388517938844771920 20.652223     22629179.000000 2194  
20.652217041       b'ftdc'          335100 335080 18388517939027206176 20.652228     584724.000000   11071 
21.005446544       b'mongod'        335091 335080 18388517939016096032 21.005487     40713.000000    40713 
21.005497423       b'mongod'        335091 335080 18388517939016096032 21.005500     43366.000000    2653  
21.005527602       b'mongod'        335091 335080 18388517939016091936 21.005543     15307.000000    15307 
21.005551202       b'mongod'        335091 335080 18388517939016091936 21.005553     17521.000000    2214  
21.005460510       b'mongod'        335091 335080 18388517964412566376 21.005464     154427.000000   3984  
21.005532820       b'mongod'        335091 335080 18388517964412566376 21.005535     156492.000000   2065  
21.630525075       b'ftdc'          335100 335080 18388517938844771920 21.630551     22654875.000000 25696 
21.630509191       b'ftdc'          335100 335080 18388517939042108192 21.630564     54755.000000    54755 
21.631887988       b'ftdc'          335100 335080 18388517938844771920 21.631909     22675863.000000 20988 
21.631878868       b'ftdc'          335100 335080 18388517939042109216 21.631919     39723.000000    39723 
21.631965856       b'ftdc'          335100 335080 18388517938844771920 21.631980     22690273.000000 14410 
21.631958346       b'ftdc'          335100 335080 18388517939042112032 21.631987     28566.000000    28566 
21.632315763       b'ftdc'          335100 335080 18388517938844771920 21.632470     22844952.000000 154679
21.632308963       b'ftdc'          335100 335080 18388517939042112288 21.632477     168364.000000   168364
21.632494552       b'ftdc'          335100 335080 18388517938844771920 21.632497     22847241.000000 2289  
21.632490487       b'ftdc'          335100 335080 18388517939042112288 21.632502     179972.000000   11608 
21.632573651       b'ftdc'          335100 335080 18388517938844771920 21.632601     22874205.000000 26964 
21.632567436       b'ftdc'          335100 335080 18388517939042112544 21.632607     39283.000000    39283 
21.632618200       b'ftdc'          335100 335080 18388517938844771920 21.632620     22876354.000000 2149  
21.632614375       b'ftdc'          335100 335080 18388517939042112544 21.632626     50513.000000    11230 
21.632742572       b'ftdc'          335100 335080 18388517938844771920 21.632851     22984595.000000 108241
21.632736688       b'ftdc'          335100 335080 18388517939042110240 21.632857     120344.000000   120344
21.632868478       b'ftdc'          335100 335080 18388517938844771920 21.632871     22986765.000000 2170  
21.632864738       b'ftdc'          335100 335080 18388517939042110240 21.632876     131514.000000   11170 
21.633015026       b'ftdc'          335100 335080 18388517938844771920 21.633083     23054369.000000 67604 
21.633009090       b'ftdc'          335100 335080 18388517939042109984 21.633088     79406.000000    79406 
21.633101164       b'ftdc'          335100 335080 18388517938844771920 21.633103     23056504.000000 2135  
21.633097304       b'ftdc'          335100 335080 18388517939042109984 21.633108     90582.000000    11176 
21.633178434       b'ftdc'          335100 335080 18388517938844771920 21.633319     23197388.000000 140884
21.633172190       b'ftdc'          335100 335080 18388517939042110496 21.633325     153097.000000   153097
21.633336998       b'ftdc'          335100 335080 18388517938844771920 21.633345     23204923.000000 7535  
21.633332933       b'ftdc'          335100 335080 18388517939042110496 21.633350     170212.000000   17115 
21.633408702       b'ftdc'          335100 335080 18388517938844771920 21.633597     23392946.000000 188023
21.633401867       b'ftdc'          335100 335080 18388517939042114336 21.633603     200718.000000   200718
21.633614240       b'ftdc'          335100 335080 18388517938844771920 21.633661     23439226.000000 46280 
21.633610275       b'ftdc'          335100 335080 18388517939042114336 21.633666     256568.000000   55850 
21.633677185       b'ftdc'          335100 335080 18388517938844771920 21.633681     23442775.000000 3549  
21.633673475       b'ftdc'          335100 335080 18388517939042114336 21.633686     269103.000000   12535 
21.632703044       b'ftdc'          335100 335080 18446744071655467912 21.632708     214336.000000   4809  
21.632984171       b'ftdc'          335100 335080 18446744071655467912 21.632988     218187.000000   3851  
21.652538562       b'ftdc'          335100 335080 18388517938844771920 21.652639     23542903.000000 100128
21.652532116       b'ftdc'          335100 335080 18388517938868910624 21.652649     116475.000000   116475
21.652661498       b'ftdc'          335100 335080 18388517938844771920 21.652664     23545275.000000 2372  
21.652657446       b'ftdc'          335100 335080 18388517938868910624 21.652670     128808.000000   12333 
21.652761780       b'ftdc'          335100 335080 18388517938868904736 21.652794     32603.000000    32603 
21.652803560       b'ftdc'          335100 335080 18388517938868904736 21.652815     43776.000000    11173 
21.652852019       b'ftdc'          335100 335080 18446744071631907152 21.652872     904337.000000   20293 
21.652846958       b'ftdc'          335100 335080 18388517938844771920 21.652883     23581605.000000 36330 
21.652841888       b'ftdc'          335100 335080 18388517938868908064 21.652889     46830.000000    46830 
21.652900268       b'ftdc'          335100 335080 18388517938844771920 21.652902     23583769.000000 2164  
21.652896302       b'ftdc'          335100 335080 18388517938868908064 21.652908     58805.000000    11975 
21.652970461       b'ftdc'          335100 335080 18446744071631907152 21.652981     914818.000000   10481 
21.652965896       b'ftdc'          335100 335080 18388517938844771920 21.652991     23608534.000000 24765 
21.652958843       b'ftdc'          335100 335080 18388517938868910880 21.652996     37243.000000    37243 
21.653006971       b'ftdc'          335100 335080 18388517938844771920 21.653009     23610569.000000 2035  
21.653003231       b'ftdc'          335100 335080 18388517938868910880 21.653014     48148.000000    10905 
21.653057861       b'ftdc'          335100 335080 18446744071631907152 21.653067     923892.000000   9074  
21.653052926       b'ftdc'          335100 335080 18388517938844771920 21.653075     23632839.000000 22270 
21.653046371       b'ftdc'          335100 335080 18388517938868907808 21.653080     33990.000000    33990 
21.653091075       b'ftdc'          335100 335080 18388517938844771920 21.653093     23634925.000000 2086  
21.653087431       b'ftdc'          335100 335080 18388517938868907808 21.653098     44844.000000    10854 
22.005702716       b'mongod'        335091 335080 18388517964412566376 22.005707     161002.000000   4510  
22.005789607       b'mongod'        335091 335080 18388517964412566376 22.005792     163850.000000   2848  
22.005690307       b'mongod'        335091 335080 18388517939016096032 22.005735     87815.000000    44449 
22.005748416       b'mongod'        335091 335080 18388517939016096032 22.005752     91191.000000    3376  
22.005784781       b'mongod'        335091 335080 18388517939016091936 22.005803     35753.000000    18232 
22.005812320       b'mongod'        335091 335080 18388517939016091936 22.005815     38449.000000    2696  
22.630448331       b'ftdc'          335100 335080 18388517938844771920 22.630468     23654230.000000 19305 
22.630442807       b'ftdc'          335100 335080 18388517938868907808 22.630478     79803.000000    34959 
22.631805488       b'ftdc'          335100 335080 18388517938844771920 22.631823     23671750.000000 17520 
22.631800612       b'ftdc'          335100 335080 18388517938868910880 22.631832     79449.000000    31301 
22.631873683       b'ftdc'          335100 335080 18388517938844771920 22.631888     23685999.000000 14249 
22.631869732       b'ftdc'          335100 335080 18388517938868908064 22.631894     83105.000000    24300 
22.632204174       b'ftdc'          335100 335080 18388517938844771920 22.632357     23838828.000000 152829
22.632199784       b'ftdc'          335100 335080 18388517938868904736 22.632363     207305.000000   163529
22.632378118       b'ftdc'          335100 335080 18388517938844771920 22.632380     23840903.000000 2075  
22.632374267       b'ftdc'          335100 335080 18388517938868904736 22.632386     218580.000000   11275 
22.632451046       b'ftdc'          335100 335080 18388517938844771920 22.632478     23867554.000000 26651 
22.632447101       b'ftdc'          335100 335080 18388517938868910624 22.632484     165239.000000   36431 
22.632494940       b'ftdc'          335100 335080 18388517938844771920 22.632497     23869665.000000 2111  
22.632491056       b'ftdc'          335100 335080 18388517938868910624 22.632502     176328.000000   11089 
22.632614504       b'ftdc'          335100 335080 18388517938844771920 22.632720     23974812.000000 105147
22.632608209       b'ftdc'          335100 335080 18388517938868909856 22.632725     117140.000000   117140
22.632737043       b'ftdc'          335100 335080 18388517938844771920 22.632739     23976888.000000 2076  
22.632733098       b'ftdc'          335100 335080 18388517938868909856 22.632744     128261.000000   11121 
22.632884208       b'ftdc'          335100 335080 18388517938844771920 22.632948     24040882.000000 63994 
22.632877752       b'ftdc'          335100 335080 18388517938868904992 22.632954     76174.000000    76174 
22.632965266       b'ftdc'          335100 335080 18388517938844771920 22.632967     24042843.000000 1961  
22.632961421       b'ftdc'          335100 335080 18388517938868904992 22.632972     87045.000000    10871 
22.633041070       b'ftdc'          335100 335080 18388517938844771920 22.633175     24176582.000000 133739
22.633033821       b'ftdc'          335100 335080 18388517938868909344 22.633181     146828.000000   146828
22.633192768       b'ftdc'          335100 335080 18388517938844771920 22.633200     24184137.000000 7555  
22.633188664       b'ftdc'          335100 335080 18388517938868909344 22.633206     163783.000000   16955 
22.633264574       b'ftdc'          335100 335080 18388517938844771920 22.633446     24365245.000000 181108
22.633257654       b'ftdc'          335100 335080 18388517938868904480 22.633452     194082.000000   194082
22.633463627       b'ftdc'          335100 335080 18388517938844771920 22.633510     24411409.000000 46164 
22.633459596       b'ftdc'          335100 335080 18388517938868904480 22.633515     249697.000000   55615 
22.633526915       b'ftdc'          335100 335080 18388517938844771920 22.633531     24415069.000000 3660  
22.633522961       b'ftdc'          335100 335080 18388517938868904480 22.633536     262456.000000   12759 
22.632574591       b'ftdc'          335100 335080 18446744071655467912 22.632580     223101.000000   4914  
22.632852158       b'ftdc'          335100 335080 18446744071655467912 22.632856     226875.000000   3774  
22.652072801       b'ftdc'          335100 335080 18388517938844771920 22.652171     24513273.000000 98204 
22.652066476       b'ftdc'          335100 335080 18388517938868905504 22.652180     113289.000000   113289
22.652194930       b'ftdc'          335100 335080 18388517938844771920 22.652197     24515588.000000 2315  
22.652190890       b'ftdc'          335100 335080 18388517938868905504 22.652203     125708.000000   12419 
22.652289153       b'ftdc'          335100 335080 18388517938868903968 22.652318     29036.000000    29036 
22.652327148       b'ftdc'          335100 335080 18388517938868903968 22.652338     39471.000000    10435 
22.652377803       b'ftdc'          335100 335080 18446744071631907152 22.652402     947777.000000   23885 
22.652372963       b'ftdc'          335100 335080 18388517938844771920 22.652412     24554792.000000 39204 
22.652365287       b'ftdc'          335100 335080 18388517938868911136 22.652418     52756.000000    52756 
22.652429717       b'ftdc'          335100 335080 18388517938844771920 22.652432     24556947.000000 2155  
22.652425852       b'ftdc'          335100 335080 18388517938868911136 22.652438     64472.000000    11716 
22.652496682       b'ftdc'          335100 335080 18446744071631907152 22.652508     959537.000000   11760 
22.652492211       b'ftdc'          335100 335080 18388517938844771920 22.652518     24583157.000000 26210 
22.652486367       b'ftdc'          335100 335080 18388517938868911904 22.652524     37339.000000    37339 
22.652534726       b'ftdc'          335100 335080 18388517938844771920 22.652537     24585137.000000 1980  
22.652530981       b'ftdc'          335100 335080 18388517938868911904 22.652542     48234.000000    10895 
22.652583816       b'ftdc'          335100 335080 18446744071631907152 22.652595     970411.000000   10874 
22.652579441       b'ftdc'          335100 335080 18388517938844771920 22.652603     24609086.000000 23949 
22.652572141       b'ftdc'          335100 335080 18388517938868908832 22.652609     36570.000000    36570 
22.652620665       b'ftdc'          335100 335080 18388517938844771920 22.652623     24611116.000000 2030  
22.652615950       b'ftdc'          335100 335080 18388517938868908832 22.652628     48691.000000    12121 
23.005961909       b'mongod'        335091 335080 18388517964412566376 23.005967     169187.000000   5337  
23.006055160       b'mongod'        335091 335080 18388517964412566376 23.006058     172307.000000   3120  
23.005944350       b'mongod'        335091 335080 18388517939016093472 23.005995     51115.000000    51115 
23.006010334       b'mongod'        335091 335080 18388517939016093472 23.006014     54541.000000    3426  
23.006048489       b'mongod'        335091 335080 18388517952746803744 23.006070     21020.000000    21020 
23.006078775       b'mongod'        335091 335080 18388517952746803744 23.006081     23614.000000    2594  
23.630389694       b'ftdc'          335100 335080 18388517938844771920 23.630408     24629541.000000 18425 
23.630384454       b'ftdc'          335100 335080 18388517938868908832 23.630418     82101.000000    33410 
23.631586821       b'ftdc'          335100 335080 18388517938844771920 23.631604     24647081.000000 17540 
23.631581021       b'ftdc'          335100 335080 18388517938868911904 23.631612     79565.000000    31331 
23.631653307       b'ftdc'          335100 335080 18388517938844771920 23.631669     24662430.000000 15349 
23.631649102       b'ftdc'          335100 335080 18388517938868911136 23.631675     90346.000000    25874 
23.631958113       b'ftdc'          335100 335080 18388517938844771920 23.632116     24820363.000000 157933
23.631953328       b'ftdc'          335100 335080 18388517938868903968 23.632123     208999.000000   169528
23.632137177       b'ftdc'          335100 335080 18388517938844771920 23.632139     24822378.000000 2015  
23.632133177       b'ftdc'          335100 335080 18388517938868903968 23.632144     220153.000000   11154 
23.632206425       b'ftdc'          335100 335080 18388517938844771920 23.632232     24847974.000000 25596 
23.632202246       b'ftdc'          335100 335080 18388517938868905504 23.632238     161132.000000   35424 
23.632249050       b'ftdc'          335100 335080 18388517938844771920 23.632251     24850174.000000 2200  
23.632245285       b'ftdc'          335100 335080 18388517938868905504 23.632256     172307.000000   11175 
23.632365995       b'ftdc'          335100 335080 18388517938844771920 23.632471     24955542.000000 105368
23.632361767       b'ftdc'          335100 335080 18388517938868904480 23.632477     378172.000000   115716
23.632489287       b'ftdc'          335100 335080 18388517938844771920 23.632492     24957807.000000 2265  
23.632485402       b'ftdc'          335100 335080 18388517938868904480 23.632497     389612.000000   11440 
23.632637976       b'ftdc'          335100 335080 18388517938844771920 23.632703     25022577.000000 64770 
23.632634032       b'ftdc'          335100 335080 18388517938868909344 23.632708     238211.000000   74428 
23.632719556       b'ftdc'          335100 335080 18388517938844771920 23.632722     25024771.000000 2194  
23.632715735       b'ftdc'          335100 335080 18388517938868909344 23.632727     249301.000000   11090 
23.632790744       b'ftdc'          335100 335080 18388517938844771920 23.632926     25160235.000000 135464
23.632786519       b'ftdc'          335100 335080 18388517938868904992 23.632932     232560.000000   145515
23.632944044       b'ftdc'          335100 335080 18388517938844771920 23.632951     25167640.000000 7405  
23.632939834       b'ftdc'          335100 335080 18388517938868904992 23.632957     249504.000000   16944 
23.633007162       b'ftdc'          335100 335080 18388517938844771920 23.633190     25350303.000000 182663
23.633002923       b'ftdc'          335100 335080 18388517938868909856 23.633196     321013.000000   192752
23.633207181       b'ftdc'          335100 335080 18388517938844771920 23.633252     25394963.000000 44660 
23.633203365       b'ftdc'          335100 335080 18388517938868909856 23.633257     374864.000000   53851 
23.633268976       b'ftdc'          335100 335080 18388517938844771920 23.633273     25398647.000000 3684  
23.633265201       b'ftdc'          335100 335080 18388517938868909856 23.633278     387547.000000   12683 
23.632328474       b'ftdc'          335100 335080 18446744071655467912 23.632333     231860.000000   4985  
23.632608426       b'ftdc'          335100 335080 18446744071655467912 23.632612     235475.000000   3615  
23.652279089       b'ftdc'          335100 335080 18388517938844771920 23.652379     25498318.000000 99671 
23.652274805       b'ftdc'          335100 335080 18388517938868910624 23.652388     289918.000000   113590
23.652400880       b'ftdc'          335100 335080 18388517938844771920 23.652403     25500537.000000 2219  
23.652396794       b'ftdc'          335100 335080 18388517938868910624 23.652409     302023.000000   12105 
23.652495314       b'ftdc'          335100 335080 18388517938868904736 23.652518     241245.000000   22665 
23.652527143       b'ftdc'          335100 335080 18388517938868904736 23.652538     251626.000000   10381 
23.652571547       b'ftdc'          335100 335080 18446744071631907152 23.652588     987182.000000   16771 
23.652566522       b'ftdc'          335100 335080 18388517938844771920 23.652599     25533312.000000 32775 
23.652562618       b'ftdc'          335100 335080 18388517938868908064 23.652605     125685.000000   42580 
23.652616787       b'ftdc'          335100 335080 18388517938844771920 23.652619     25535583.000000 2271  
23.652612947       b'ftdc'          335100 335080 18388517938868908064 23.652625     137435.000000   11750 
23.652674702       b'ftdc'          335100 335080 18446744071631907152 23.652685     997117.000000   9935  
23.652670172       b'ftdc'          335100 335080 18388517938844771920 23.652695     25560848.000000 25265 
23.652666241       b'ftdc'          335100 335080 18388517938868910880 23.652701     114005.000000   34556 
23.652711681       b'ftdc'          335100 335080 18388517938844771920 23.652714     25562864.000000 2016  
23.652707971       b'ftdc'          335100 335080 18388517938868910880 23.652719     125016.000000   11011 
23.652757855       b'ftdc'          335100 335080 18446744071631907152 23.652767     1006503.000000  9386  
23.652753491       b'ftdc'          335100 335080 18388517938844771920 23.652776     25585083.000000 22219 
23.652749450       b'ftdc'          335100 335080 18388517938868907808 23.652781     111248.000000   31445 
23.652791701       b'ftdc'          335100 335080 18388517938844771920 23.652794     25587267.000000 2184  
23.652787911       b'ftdc'          335100 335080 18388517938868907808 23.652799     122388.000000   11140 
24.006246245       b'mongod'        335091 335080 18388517964412566376 24.006253     178692.000000   6385  
24.006346734       b'mongod'        335091 335080 18388517964412566376 24.006350     181652.000000   2960  
24.006224379       b'mongod'        335091 335080 18388517952746801696 24.006283     59055.000000    59055 
24.006301848       b'mongod'        335091 335080 18388517952746801696 24.006306     63381.000000    4326  
24.006339723       b'mongod'        335091 335080 18388517952746799392 24.006361     21106.000000    21106 
24.006370259       b'mongod'        335091 335080 18388517952746799392 24.006373     23961.000000    2855  
24.630376887       b'ftdc'          335100 335080 18388517938844771920 24.630394     25604461.000000 17194 
24.630371676       b'ftdc'          335100 335080 18388517938868907808 24.630404     154733.000000   32345 
24.631447392       b'ftdc'          335100 335080 18388517938844771920 24.631465     25621609.000000 17148 
24.631442007       b'ftdc'          335100 335080 18388517938868910880 24.631473     155969.000000   30953 
24.631512795       b'ftdc'          335100 335080 18388517938844771920 24.631528     25636740.000000 15131 
24.631508546       b'ftdc'          335100 335080 18388517938868908064 24.631535     163570.000000   26135 
24.631808023       b'ftdc'          335100 335080 18388517938844771920 24.631956     25784809.000000 148069
24.631803527       b'ftdc'          335100 335080 18388517938868904736 24.631963     410689.000000   159063
24.631975905       b'ftdc'          335100 335080 18388517938844771920 24.631978     25787009.000000 2200  
